FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,URL,IMAGEURL
Jason Novelli,"6' 0""",155 lbs.,--,Orthodox,"Jun 08, 1979",http://ufcstats.com/fighter-details/459e4dc69ec669b2,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/b71621f4-fb8c-41e9-97ed-f65db459db5f%252FJason-Novelli_596662_LeftFullBodyImage.png?itok=UFRYs67Y
Phillipe Nover,"5' 9""",145 lbs.,"72""",Orthodox,"Feb 03, 1984",http://ufcstats.com/fighter-details/64360e618823a8e4,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/3c5eebd6-50ba-4e7c-a545-5e1e48187bba%252FPhillipe-Nover_1002_LeftFullBodyImage.png?itok=SXVOLdED
Shayilan Nuerdanbieke,"5' 8""",145 lbs.,"69""",Orthodox,"May 04, 1994",http://ufcstats.com/fighter-details/0a73acff6325c1e2,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-04/NUERDANBIEKE_SHAYILAN_L_04-08.png?itok=P06TvLw7
Diego Nunes,"5' 6""",145 lbs.,"67""",Orthodox,"Nov 30, 1982",http://ufcstats.com/fighter-details/3a24769a4855040a,
Amanda Nunes,"5' 8""",135 lbs.,"69""",Orthodox,"May 30, 1988",http://ufcstats.com/fighter-details/80fa8218c99f9c58,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-06/NUNES_AMANDA_L_BELTX2_06-10.png?itok=8tM-g-Vq
Nina Nunes,"5' 5""",115 lbs.,"64""",Orthodox,"Dec 03, 1985",http://ufcstats.com/fighter-details/d343df8ba11f4c4e,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-07/5d2baa3d-591b-4d49-b2fa-49a46db97993%252FNUNES_NINA_L_07-09.png?itok=eSrhW0zO
Istela Nunes,"5' 4""",115 lbs.,"66""",Orthodox,"Jul 23, 1992",http://ufcstats.com/fighter-details/efc67b07eed39794,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-10/68133%252Fprofile-galery%252Ffullbodyleft-picture%252FNUNES_ISTELA_L_10-16.png?itok=bYtt3La0
Josiane Nunes,"5' 2""",135 lbs.,"67""",Southpaw,"Dec 23, 1993",http://ufcstats.com/fighter-details/68d35296f566792b,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-03/NUNES_JOSIANE_L_03-16.png?itok=g02nHayz
Khabib Nurmagomedov,"5' 10""",155 lbs.,"70""",Orthodox,"Sep 20, 1988",http://ufcstats.com/fighter-details/032cc3922d871c7f,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/fighter_images/Khabib_Nurmagomedov/1NURMAGOMEDOV_KHABIB_L.png?itok=MDKzcpwv
Said Nurmagomedov,"5' 8""",135 lbs.,"70""",Orthodox,"Apr 05, 1992",http://ufcstats.com/fighter-details/0fd5f4b838e890cc,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-03/NURMAGOMEDOV_SAID_L_03-11.png?itok=0RJpvzmR
Abubakar Nurmagomedov,"5' 11""",170 lbs.,"72""",Orthodox,"Nov 13, 1989",http://ufcstats.com/fighter-details/029e1293e609fd74,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-10/NURMAGOMEDOV_ABUBAKAR_L_10-22.png?itok=iYDCRl84
Umar Nurmagomedov,"5' 8""",135 lbs.,--,Orthodox,"Mar 01, 1996",http://ufcstats.com/fighter-details/2b6fc1c02736833d,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-02/NURMAGOMEDOV_UMAR_L_03-02.png?itok=qVVJ1ivh
Kennedy Nzechukwu,"6' 5""",205 lbs.,"83""",Southpaw,"Jun 13, 1992",http://ufcstats.com/fighter-details/8667caa0451d245b,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-05/NZECHUKWU_KENNEDY_L_05-06.png?itok=YrMHTyWt
Jake O'Brien,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 25, 1984",http://ufcstats.com/fighter-details/20bcc9966affb19c,
TJ O'Brien,"6' 2""",155 lbs.,--,Orthodox,"Jan 01, 1987",http://ufcstats.com/fighter-details/d25b93992f285953,
Sean O'Connell,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 02, 1983",http://ufcstats.com/fighter-details/cb52f9490c2dc069,
Dan O'Connor,"5' 4""",115 lbs.,--,,"Nov 17, 1982",http://ufcstats.com/fighter-details/69ea0119f6f0dfe0,
Sean O'Haire,"6' 5""",270 lbs.,--,Orthodox,"Feb 25, 1971",http://ufcstats.com/fighter-details/46effbd1135423c5,
Sean O'Malley,"5' 11""",135 lbs.,"72""",Switch,"Oct 24, 1994",http://ufcstats.com/fighter-details/b50a426a33da0012,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-03/OMALLEY_SEAN_BELT_L_03-09.png?itok=1XrvvVTW
Jeremiah O'Neal,"5' 8""",260 lbs.,--,,"Oct 25, 1977",http://ufcstats.com/fighter-details/338fda4ec7034c5d,
Chuck O'Neil,"6' 2""",170 lbs.,--,,"Sep 22, 1985",http://ufcstats.com/fighter-details/56bc9ccb609df534,
Casey O'Neill,"5' 6""",125 lbs.,"69""",Orthodox,"Oct 07, 1997",http://ufcstats.com/fighter-details/04835018f90b118c,
Brendan O'Reilly,"5' 7""",170 lbs.,"69""",Orthodox,"Jun 24, 1987",http://ufcstats.com/fighter-details/494b0bfdbac74502,
Takahiro Oba,"5' 8""",200 lbs.,--,Southpaw,--,http://ufcstats.com/fighter-details/7139cd2ae4bf6a29,
Nobuhiro Obiya,"5' 8""",145 lbs.,--,Orthodox,"Jan 15, 1981",http://ufcstats.com/fighter-details/6e3282d57d2467a0,
Christian Ocon,"5' 8""",135 lbs.,"69""",Orthodox,"Feb 05, 1996",http://ufcstats.com/fighter-details/2d6d6ffe5a446ea2,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/5a5478b4-57d7-4b4c-97e7-f9f2e83d374e%252FOCON_CHRISTIAN_L.png?itok=BiYvEswh
Richard Odoms,"6' 5""",265 lbs.,--,Orthodox,"May 08, 1975",http://ufcstats.com/fighter-details/f43907e75f8d9baa,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/fighter_images/SHADOW_Fighter_fullLength_RED.png?VersionId=niQpXmYT1tbiETIDAxTsCI5FDbiNt9kI&itok=Wcqi-8Me
Volkan Oezdemir,"6' 2""",205 lbs.,"75""",Orthodox,"Sep 19, 1989",http://ufcstats.com/fighter-details/0845c81e37d3bcb3,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-08/OEZDEMIR_VOLKAN_L_09-02.png?itok=pIMxMQ90
Naoya Ogawa,"6' 4""",255 lbs.,--,Orthodox,"Mar 31, 1968",http://ufcstats.com/fighter-details/4b2390cfaceb91d8,
Andy Ogle,"5' 8""",145 lbs.,"69""",Orthodox,"Feb 16, 1989",http://ufcstats.com/fighter-details/b6c4451cb13c9303,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-08/Andy-Ogle_271379_LeftFullBodyImage.png?itok=9XM2NeSa
Michiyoshi Ohara,"5' 10""",205 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/6a8a06b542e1516d,
Koji Oishi,"5' 8""",170 lbs.,--,Orthodox,"May 31, 1977",http://ufcstats.com/fighter-details/01daf32100ed7517,
Takayuki Okada,"6' 1""",290 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/32541eb5d12668b4,
Yushin Okami,"6' 2""",170 lbs.,"75""",Southpaw,"Jul 21, 1981",http://ufcstats.com/fighter-details/acff437707625fc7,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/69611/profile-galery/fullbodyleft-picture/OKAMI_YUSHIN_L.png?VersionId=husoBhWJZG1oVRzlecdEhkL3KKJblqYh&itok=0nY-3KEb
JJ Okanovich,"5' 11""",155 lbs.,"76""",Orthodox,"Nov 04, 1990",http://ufcstats.com/fighter-details/aa40fe6038db56cb,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/930b0902-79ef-4d21-b850-a3ab91375e9a%252FOKANOVICH_JJ_R.png?itok=tS5rJ3pR
Kazuki Okubo,"5' 11""",175 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/33454ad90754cb49,
Masakatsu Okuda,--,--,--,,--,http://ufcstats.com/fighter-details/02a65a55f25fb4f3,
Aleksei Oleinik,"6' 2""",240 lbs.,"80""",Orthodox,"Jun 20, 1977",http://ufcstats.com/fighter-details/98c23cb6da5b3352,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-08/3d2c60db-88dd-426b-9552-24ee37f5e804%252FOLEINIK_ALEKSEI_L_03-26.png?itok=_vwf9RgM
Michal Oleksiejczuk,"6' 0""",205 lbs.,"74""",Southpaw,"Feb 22, 1995",http://ufcstats.com/fighter-details/0d65c432720accb9,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-02/OLEKSIEJCZUK_MICHAL_L_12-17.png?itok=7eV-15Xt
Rafaello Oliveira,"5' 8""",155 lbs.,"71""",Orthodox,"Jan 26, 1982",http://ufcstats.com/fighter-details/15b1b21cd743d652,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/fighter_images/Rafaello_Oliveira/RafaelloOliveira_RedCorner2.png?VersionId=eZc6isxN5KQszphK62IRghcgnkst3qY8&itok=wMhisPva
Charles Oliveira,"5' 10""",155 lbs.,"74""",Orthodox,"Oct 17, 1989",http://ufcstats.com/fighter-details/07225ba28ae309b6,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-06/OLIVEIRA_CHARLES_L_06-10.png?itok=vKMJlOYL
Jorge Oliveira,"6' 1""",205 lbs.,--,,--,http://ufcstats.com/fighter-details/bec2746f033802c3,
Ednaldo Oliveira,"6' 5""",205 lbs.,--,Orthodox,"Feb 19, 1984",http://ufcstats.com/fighter-details/acd9513399a8b09b,
Alex Oliveira,"5' 11""",170 lbs.,"76""",Orthodox,"Feb 21, 1988",http://ufcstats.com/fighter-details/57b10fca4f9c9a7a,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-04/67204%252Fprofile-galery%252Ffullbodyleft-picture%252FOLIVEIRA_ALEX_L_04-24.png?itok=OOEWWAXe
Maria Oliveira,"5' 5""",115 lbs.,"69""",Orthodox,"Dec 12, 1996",http://ufcstats.com/fighter-details/37d752ec41ed84bb,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-06/dbfbc246-67f2-45d9-b6dd-2cb36eb6f179%252FOLIVEIRA_MARIA_L_06-18.png?itok=2PTJiDlh
Bruno Oliveira,"6' 4""",205 lbs.,"80""",Orthodox,"May 02, 1984",http://ufcstats.com/fighter-details/1e85912c9bab7e2b,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2020-10/67525%252Fprofile-galery%252Ffullbodyright-picture%252FOLIVEIRA_BRUNO_R.png?itok=DQGSoK9V
Saimon Oliveira,"5' 4""",135 lbs.,"72""",Orthodox,"Apr 21, 1991",http://ufcstats.com/fighter-details/72ea1984c52019b5,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-09/71801%252Fprofile-galery%252Ffullbodyleft-picture%252FOLIVEIRA_SAIMON_L.png?itok=KCy089_h
Wendell Oliveira Marques,"5' 10""",170 lbs.,--,Orthodox,"Jun 01, 1983",http://ufcstats.com/fighter-details/32c03df3c9760069,
Felipe Olivieri,"5' 9""",155 lbs.,--,Orthodox,"Apr 12, 1985",http://ufcstats.com/fighter-details/948880beac71f028,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/10ba2225-1075-4dd0-a0ad-fdd68fb8c126%252FFelipe-Olivieri_568410_LeftFullBodyImage.png?itok=EwNjV9Y0
Andy Ologun,"6' 0""",154 lbs.,--,Orthodox,"Jun 12, 1983",http://ufcstats.com/fighter-details/e96d8538d3f9d0ed,
Shana Olsen,"5' 7""",145 lbs.,--,,"Dec 17, 1980",http://ufcstats.com/fighter-details/dfbb95ca0c143988,
Casey Olson,"5' 7""",145 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/7613773461b276f4,
Dennis Olson,"6' 0""",170 lbs.,--,,--,http://ufcstats.com/fighter-details/8e0709784259402d,
Cameron Olson,"6' 1""",205 lbs.,"75""",Orthodox,"Nov 22, 1989",http://ufcstats.com/fighter-details/5a9104718439ef44,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/0cbe71ac-f3aa-44e5-97cd-32bc7661be90%252FCameron-Olson_635981_LeftFullBodyImage.png?itok=aTgF094f
Gadzhi Omargadzhiev,"6' 1""",185 lbs.,"71""",Switch,"Feb 24, 1993",http://ufcstats.com/fighter-details/684d3aee255a3d09,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-05/92230a73-ae3b-452c-817d-e02faa715feb%252FOMARGADZHIEV_GADZHI_L_04-16.png?itok=QCvVq5nI
Alan Omer,"5' 10""",145 lbs.,--,Orthodox,"Sep 14, 1988",http://ufcstats.com/fighter-details/f2ad06f1007c481a,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-08/Alan-Omer_474002_LeftFullBodyImage.png?itok=UD_8wtP_
Daniel Omielanczuk,"6' 0""",247 lbs.,"74""",Southpaw,"Aug 31, 1982",http://ufcstats.com/fighter-details/470fedbc8563ac47,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/31916caf-7567-4e7f-8371-ecdad8c70c20%252FDaniel-Omielanczuk_313054_LeftFullBodyImage.png?itok=8UNXmYPb
Michihiro Omigawa,"5' 6""",145 lbs.,"68""",Orthodox,"Dec 19, 1975",http://ufcstats.com/fighter-details/9f842be1a5337be6,
David Onama,"5' 11""",155 lbs.,"74""",Orthodox,"Jun 07, 1994",http://ufcstats.com/fighter-details/ffe9703408fb5964,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-06/ONAMA_DAVID_L_06-24.png?itok=sBB9EudZ
Charlie Ontiveros,"6' 2""",185 lbs.,"78""",Switch,"Jul 04, 1991",http://ufcstats.com/fighter-details/318572f6f74b760d,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-10/71283%252Fprofile-galery%252Ffullbodyleft-picture%252FONTIVEROS_CHARLIE_L_10-09.png?itok=7v1Nr8Tl
Chibwikem Onyenegecha,"6' 3""",185 lbs.,--,Orthodox,"Apr 18, 1994",http://ufcstats.com/fighter-details/887e09328cd63df1,
Sam Oropeza,"6' 2""",170 lbs.,--,,--,http://ufcstats.com/fighter-details/6b8db407d49c6e4b,
Brian Ortega,"5' 8""",145 lbs.,"69""",Switch,"Feb 21, 1991",http://ufcstats.com/fighter-details/def8166ff24bd237,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-02/ORTEGA_BRIAN_L_02-24.png?itok=kmX5nrw1
Tito Ortiz,"6' 3""",205 lbs.,"74""",Orthodox,"Jan 23, 1975",http://ufcstats.com/fighter-details/2f732dd9210d301f,
Jorge Ortiz,"6' 0""",185 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/9c5828c6fd9dc948,
Dustin Ortiz,"5' 5""",125 lbs.,"65""",Orthodox,"Dec 25, 1988",http://ufcstats.com/fighter-details/f53c1f4ceeed8c08,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/fighter_images/Dustin_Ortiz/ORTIZ_DUSTIN_L.png?VersionId=M2Oo9vo9FqkT9rxF9CcIWgB50lreecCS&itok=S1vjorBI
Kenji Osawa,"5' 7""",135 lbs.,"66""",Orthodox,"Nov 04, 1976",http://ufcstats.com/fighter-details/8eb239a52fc4ec14,
Ode Osbourne,"5' 7""",125 lbs.,"73""",Southpaw,"Jan 09, 1992",http://ufcstats.com/fighter-details/6d68c1afe954f121,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-08/OSBOURNE_ODE_L_08-05.png?itok=fOQ3aDmU
Kurt Osiander,--,185 lbs.,--,,--,http://ufcstats.com/fighter-details/f84dfc5a8d178403,
Nick Osipczak,"6' 2""",170 lbs.,"76""",Orthodox,"Dec 30, 1984",http://ufcstats.com/fighter-details/5b407acfe0ef9b76,
Nissen Osterneck,"6' 2""",185 lbs.,--,Orthodox,"May 01, 1981",http://ufcstats.com/fighter-details/d632d156c0549e07,
Rachael Ostovich,"5' 3""",125 lbs.,"62""",Orthodox,"Feb 25, 1991",http://ufcstats.com/fighter-details/01784fbc27c68b14,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/69626/profile-galery/fullbodyleft-picture/OSTOVICH_RACHAEL_L.png?VersionId=G0Zs.WoRP92k9yQtcT6fsdVs4oxbKC6C&itok=9x3kdzNL
Pedro Otavio,"6' 3""",245 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/4512e46543b960ad,
Alexander Otsuka,"6' 1""",205 lbs.,--,Orthodox,"Jul 17, 1971",http://ufcstats.com/fighter-details/865aa315ea62c511,
Takafumi Otsuka,"5' 6""",139 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/6b8f28da9a483049,
Zak Ottow,"5' 11""",170 lbs.,"72""",Orthodox,"Dec 22, 1986",http://ufcstats.com/fighter-details/47cd337b86b1af92,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/69557/profile-galery/fullbodyleft-picture/OTTOW_ZAK_L.png?VersionId=PVxe79ZsN75XuRhlxJ1awF.6BMopciow&itok=Pytuq5br
Artur Oumakhanov,"5' 7""",154 lbs.,--,Orthodox,"Feb 27, 1979",http://ufcstats.com/fighter-details/1ef0eae31904e534,
Sidney Outlaw,"5' 8""",170 lbs.,"74""",Orthodox,"Apr 11, 1992",http://ufcstats.com/fighter-details/871ce0b4a01922b6,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/4ea5d8ac-506c-451f-b983-46b8d186a171%252FSidney-Outlaw_631544_LeftFullBodyImage.png?itok=yjONFMmo
Alistair Overeem,"6' 4""",265 lbs.,"80""",Orthodox,"May 17, 1980",http://ufcstats.com/fighter-details/b4ad3a06ee4d660c,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2020-09/OVEREEM_ALISTAIR_L_04-20.png?VersionId=bXdyWxqT3s9LgovyRhZf2AXfXWZG.zt5&itok=rsA2j5xc
Valentijn Overeem,"6' 3""",230 lbs.,--,Orthodox,"Aug 17, 1976",http://ufcstats.com/fighter-details/20e403a1acfef130,
Craig Oxley,"5' 9""",155 lbs.,--,,"Feb 14, 1973",http://ufcstats.com/fighter-details/4bb9d7a32d02a03e,
Shungo Oyama,"5' 11""",185 lbs.,--,Southpaw,"Apr 11, 1974",http://ufcstats.com/fighter-details/47b7e4e60813b7b2,
Alptekin Ozkilic,"5' 5""",125 lbs.,"65""",Orthodox,"Mar 27, 1986",http://ufcstats.com/fighter-details/e18a19001a3f7c7d,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-08/Alptekin-Ozkilic_464480_LeftFullBodyImage.png?itok=nGE6hEY1
Raquel Pa'aluhi,"5' 7""",135 lbs.,--,,--,http://ufcstats.com/fighter-details/373be586f370d400,
Nick Pace,"5' 7""",135 lbs.,"68""",Orthodox,"Apr 17, 1987",http://ufcstats.com/fighter-details/8cb76103cd8a1562,
Larissa Pacheco,"5' 7""",135 lbs.,--,Orthodox,"Sep 07, 1994",http://ufcstats.com/fighter-details/16b89be2f5c16fba,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/0b955f52-4b5f-471e-8c45-9b0f55c196fe%252Flarissa-pacheco_498883_LeftFullBodyImage.png?itok=k_3KCFUt
Teemu Packalen,"6' 1""",155 lbs.,"75""",Orthodox,"May 22, 1987",http://ufcstats.com/fighter-details/8f4eeaf7a0df7c1a,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/69342/profile-galery/fullbodyleft-picture/PACKALEN_TEEMU_L.png?VersionId=fWPKJQ2ISlMo5ie.qwO_85mDIl3SGM9M&itok=Gfc32FQZ
George Pacurariu,"5' 7""",135 lbs.,--,,"Jul 28, 1984",http://ufcstats.com/fighter-details/c51da79b0346b5b7,
Cyrillo Padilha,"5' 11""",155 lbs.,--,,"Jan 23, 1978",http://ufcstats.com/fighter-details/856c4d2668a875f9,
Gary Padilla,"5' 11""",205 lbs.,--,,"May 04, 1980",http://ufcstats.com/fighter-details/01dd4cdc2446f665,
Fernando Padilla,"6' 1""",155 lbs.,--,,"Dec 15, 1996",http://ufcstats.com/fighter-details/d2f43cfaf8ca3560,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-06/PADILLA_FERNANDO_L_04-29.png?itok=wG6iV0u3
Damacio Page,"5' 6""",135 lbs.,"66""",Orthodox,"Sep 30, 1982",http://ufcstats.com/fighter-details/c96e2ae6021144a1,
Michael Page,"6' 2""",170 lbs.,--,,"Apr 07, 1987",http://ufcstats.com/fighter-details/a67d071163962af8,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-03/PAGE_MICHAEL_L_03-09.png?itok=XqoQbGfO
Dustin Pague,"5' 9""",135 lbs.,"74""",Orthodox,"Aug 05, 1987",http://ufcstats.com/fighter-details/55f80a8aeffcdb33,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/8b78f53c-271d-43aa-ab66-cf3a379ae290%252FDustin-Pague_231411_LeftFullBodyImage.png?itok=0yRF3Ip5
Josh Paiva,"5' 6""",125 lbs.,--,,"Apr 05, 1991",http://ufcstats.com/fighter-details/1e12c1dbbb1e2dda,
Raulian Paiva,"5' 8""",135 lbs.,"69""",Orthodox,"Oct 17, 1995",http://ufcstats.com/fighter-details/82b4e942781b1046,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-06/2d7d4623-b6d2-4b52-a616-6fedb4814a30%252FPAIVA_RAULIAN_L_06-25.png?itok=tIyT44DT
Dinis Paiva Jr.,"5' 9""",145 lbs.,"71""",Southpaw,"May 26, 1988",http://ufcstats.com/fighter-details/ad3a5e465c76e499,
Fredson Paixao,"5' 6""",145 lbs.,"66""",Orthodox,"May 13, 1979",http://ufcstats.com/fighter-details/320edfb0332b7073,
Jose Palacios,"5' 9""",145 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/de20ffb3fc2e7629,
Ricky Palacios,"5' 6""",145 lbs.,--,Orthodox,"Jul 05, 1987",http://ufcstats.com/fighter-details/797ddccda75f169f,
Bart Palaszewski,"5' 9""",145 lbs.,"70""",Orthodox,"May 30, 1983",http://ufcstats.com/fighter-details/4304992c2acc187b,
Sasha Palatnikov,"6' 1""",170 lbs.,"72""",Switch,"Mar 15, 1989",http://ufcstats.com/fighter-details/a6c20202c701e5ca,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-07/PALATNIKOV_SASHA_L_04-10.png?itok=YlbV1ap-
Soa Palelei,"6' 4""",265 lbs.,"81""",Orthodox,"Jul 12, 1977",http://ufcstats.com/fighter-details/60029bcf496bd707,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/9b49a08d-aa5a-463b-a5ea-aebae798c2e2%252FSoa-Palelei_562_LeftFullBodyImage.png?itok=GYIIKkWt
Rousimar Palhares,"5' 8""",170 lbs.,"71""",Orthodox,"Feb 26, 1980",http://ufcstats.com/fighter-details/8ddf9c51c5fdea75,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/d8906d79-973f-49f3-bb34-980ad0230054%252FRousimar-Palhares_88_LeftFullBodyImage.png?itok=fsCCdUF4
Tulio Palhares,--,180 lbs.,--,,--,http://ufcstats.com/fighter-details/e8c170a64dc920ac,
Stephen Palling,"5' 4""",143 lbs.,--,,"Jan 29, 1967",http://ufcstats.com/fighter-details/ab7c212de9f66af0,
Eduardo Pamplona,"5' 11""",170 lbs.,--,,"Feb 20, 1973",http://ufcstats.com/fighter-details/f31c0905045fa100,
Alexandre Pantoja,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 16, 1990",http://ufcstats.com/fighter-details/a0f0004aadf10b71,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-12/PANTOJA_ALEXANDRE_L_12-16.png?itok=KUFPMuog
Jared Papazian,"5' 8""",135 lbs.,"67""",Southpaw,"Feb 01, 1988",http://ufcstats.com/fighter-details/edad57b3dddf2168,
Kathryn Paprocki,"5' 3""",115 lbs.,"63""",Orthodox,"Apr 28, 1993",http://ufcstats.com/fighter-details/bd381cde8426077a,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-10/85094%252Fprofile-galery%252Ffullbodyright-picture%252FPAPROCKI_KATHRYN_R.png?itok=qMELfqeO
Joe Pardo,"6' 1""",210 lbs.,--,Southpaw,--,http://ufcstats.com/fighter-details/74fefd43f073cd2f,
Bryan Pardoe,"6' 1""",205 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/56116537d71a578c,
Remco Pardoel,"6' 3""",260 lbs.,--,Southpaw,--,http://ufcstats.com/fighter-details/749685d24e2cac50,
Ido Pariente,"5' 8""",155 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/7573d25a078b5732,
Josh Parisian,"6' 4""",265 lbs.,"79""",Orthodox,"Jun 28, 1989",http://ufcstats.com/fighter-details/b5da8f7d05e85a55,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-03/PARISIAN_JOSH_L_08-12.png?itok=R9wi_iMb
Karo Parisyan,"5' 10""",170 lbs.,"72""",Orthodox,"Aug 28, 1982",http://ufcstats.com/fighter-details/349aaa3da11eb587,
Won Sik Park,"5' 11""",154 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/9df394db5ca103eb,
Junyong Park,"5' 10""",185 lbs.,"73""",Orthodox,"Feb 27, 1991",http://ufcstats.com/fighter-details/285ae0b4a68221f4,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-12/PARK_JUNYONG_L_12-09.png?itok=vA9roBIR
Harvey Park,"6' 0""",155 lbs.,"70""",Orthodox,"Mar 22, 1986",http://ufcstats.com/fighter-details/b709b534b6873744,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/99420280-0d09-48f6-b195-9ff6db414074%252FPARK_HARVEY_R.png?itok=EanW-WIh
